id	seqName	strand	first	last	LENGTH	type	name	commonName	sense name	source	overlapXu	 wt 15' 0.4M - wt 0	hog1Δ 15' 0.4M -  hog1Δ 0	 wt 100' 1.2M - wt 0	hog1Δ 100' 1.2M -  hog1Δ 0
2208	6	-	103277	103549	272	SUTs	SUT526	SUT526		SteinmetzLab	ST4693	-1.1524418396	1.0582563818	-1.1739568582	1.0382169938
3352	8	-	514800	516568	1768	ORF-T	YHR207C	SET5		SteinmetzLab	ST5240	-1.1524723451	1.1750080334	-1.125802373	-1.020476021
4817	12	+	893527	896431	2904	ORF-T	YLR386W	VAC14		SteinmetzLab	ST2371	-1.1526069193	-1.3067309792	-1.9795342344	1.0611657366
6154	14	-	360767	365823	5056	ORF-T	YNL140C, YNL139C	YNL140C, RLR1		SteinmetzLab	ST6513	-1.1530664126	-1.2484017405	-2.6007994663	-1.2601279554
6030	14	+	723404	724076	672	CUTs	CUT351	CUT351		SteinmetzLab	ST2955	-1.153144176	-1.3352234744	-1.121487103	-1.1876451922
1538	4	-	943657	945185	1528	ORF-T	YDR240C	SNU56		SteinmetzLab	ST4297	-1.1533179798	-1.2837376047	-1.4924366973	-1.1555083976
7578	16	-	789447	789607	160	SUTs	SUT838	SUT838		SteinmetzLab	ST7220	-1.1535099433	1.1030988881	1.4087314798	1.0068336818
5542	13	-	174197	178189	3992	ORF-T	YML049C	RSE1		SteinmetzLab	ST6185	-1.1535503195	1.1669648052	-1.4942153534	1.0259712713
623	3	+	128010	130538	2528	ORF-T	YCR008W	SAT4		SteinmetzLab	ST0306	-1.153595751	1.0780102853	-2.3651338924	-1.2241760997
7160	16	+	491947	492691	744	SUTs	SUT412	SUT412	PHO85	SteinmetzLab	ST3485	-1.1537155855	1.5371269801	1.0364902609	-1.0722601519
1657	4	-	1295393	1296865	1472	other	YDR413C, YDR414C	YDR413C, ERD1		SteinmetzLab	ST4407	-1.1541246902	-1.0234154117	-1.4057116288	1.2220557509
878	4	+	351401	352433	1032	ORF-T	YDL057W	YDL057W		SteinmetzLab	ST0456	-1.154312877	1.1166300137	-1.2588966393	1.2046678686
53	1	-	10733	11141	408	CUTs	CUT436	CUT436		SteinmetzLab	ST3636	-1.1543745501	-1.1827070125	-1.0202705931	-1.1218457611
5955	14	+	533940	534092	152	CUTs	CUT339	CUT339		SteinmetzLab	ST2883	-1.154427997	1.5834471966	-1.0380015101	1.4061631012
3797	10	+	541472	541664	192	other	tD(GUC)J4	tD(GUC)J4		FrancescLab	NA	-1.1545903939	1.4239189243	2.0065336311	3.497789182
6688	15	-	141550	142606	1056	ORF-T	YOL094C	RFC4		SteinmetzLab	ST6670	-1.154651419	-1.65643416	-1.0913589167	-1.1564696895
3383	9	+	126153	127169	1016	ORF-T	YIL124W	AYR1		SteinmetzLab	ST1595	-1.1547238962	1.2035045882	-1.3869294923	1.1226640925
7603	16	-	866695	868319	1624	ORF-T	YPR162C	ORC4		SteinmetzLab	ST7245	-1.155172684	-1.1820123434	-1.168878193	-1.0003541072
148	2	+	203440	205952	2512	ORF-T	YBL011W	SCT1		SteinmetzLab	ST0093	-1.1552778742	1.1928581532	-1.838639713	-1.099020916
6283	15	+	5929	8249	2320	ORF-T	YOL164W	BDS1		SteinmetzLab	ST2971	-1.155801504	1.1714061721	1.1161974217	1.2483778027
6204	14	-	517832	519168	1336	other	YNL055C, tD(GUC)N	POR1, tD(GUC)N		SteinmetzLab	ST6553	-1.1560727496	-3.6109326479	4.6811779847	1.9429068787
4232	11	+	375068	378620	3552	ORF-T	YKL033W	YKL033W		SteinmetzLab	ST2033	-1.1567171722	-1.1080656327	-1.4826068547	-1.2230732524
3046	8	+	180218	181938	1720	ORF-T	YHR036W	BRL1		SteinmetzLab	ST1438	-1.1568843943	-1.0144955198	-3.0641780361	-1.5217421374
460	2	-	401123	405387	4264	ORF-T	YBR081C	SPT7		SteinmetzLab	ST3796	-1.1569479604	1.170966451	-1.4266054764	-1.1549289814
4216	11	+	335507	335907	400	CUTs	CUT233	CUT233		SteinmetzLab	ST2018	-1.1575676905	1.688079373	3.4497048932	1.467151705
1150	4	+	1252005	1254693	2688	ORF-T	YDR389W	SAC7		SteinmetzLab	ST0713	-1.1584311774	1.2022446218	-2.5746326132	-1.338555077
4543	11	-	596568	598600	2032	ORF-T	YKR084C	HBS1		SteinmetzLab	ST5821	-1.1585076491	-1.2852333533	-1.6842096436	1.0003688566
3429	9	+	268017	268585	568	ORF-T	YIL046W-A	YIL046W-A		SteinmetzLab	ST1636	-1.158525096	1.5205929147	1.4494431996	1.7408621631
5369	13	+	553233	554457	1224	ORF-T	YMR144W	YMR144W		SteinmetzLab	ST2599	-1.1586327289	1.2131459404	1.1452617675	1.1808144513
2683	7	-	165607	166127	520	SUTs	SUT539	SUT539		SteinmetzLab	ST4788	-1.1586497142	2.2729400832	-1.0871698377	1.2623853387
4459	11	-	361519	362023	504	SUTs	SUT677	SUT677		SteinmetzLab	ST5739	-1.158732623	1.3862744621	1.3648330939	1.4795420577
512	2	-	571380	572204	824	ORF-T	YBR167C	POP7		SteinmetzLab	ST3846	-1.158793814	1.3114103526	1.0326558342	-1.2705516995
6683	15	-	126950	128006	1056	ORF-T	YOL101C	IZH4		SteinmetzLab	ST6665	-1.1588703738	-1.227670119	-2.3417348294	-1.5990131365
4748	12	+	669849	672913	3064	ORF-T	YLR263W	RED1		SteinmetzLab	ST2308	-1.1590970967	-1.2961229264	-1.2758491628	-1.6307188432
1411	4	-	505375	506535	1160	CUTs	CUT494	CUT494		SteinmetzLab	ST4174	-1.1592203604	1.2968739378	1.1162381566	-1.0706039369
5130	12	-	868475	871387	2912	ORF-T	YLR373C	VID22		SteinmetzLab	ST6087	-1.1598983913	1.2446849386	-1.4160755122	1.1550798768
5757	13	-	858101	858957	856	ORF-T	YMR295C	YMR295C		SteinmetzLab	ST6386	-1.1602764621	1.1234769095	-1.4730636853	1.0593555508
3191	8	-	59142	62614	3472	ORF-T	YHL023C	RMD11		SteinmetzLab	ST5090	-1.1603412235	-1.1334765376	-1.5355537504	-1.1800761614
2273	7	+	41441	43185	1744	ORF-T	YGL244W	RTF1		SteinmetzLab	ST1049	-1.1606378155	-1.0702771128	-1.119731445	-1.3792773711
2693	7	-	199087	200255	1168	ORF-T	YGL161C	YIP5		SteinmetzLab	ST4797	-1.1607870929	-1.1396257372	-1.1770143724	1.1350224084
3490	9	-	30389	31333	944	ORF-T	YIL166C	YIL166C		SteinmetzLab	ST5245	-1.1608950835	-1.2743388668	1.1174184375	1.0206801173
4379	11	-	159104	161384	2280	ORF-T	YKL155C	RSM22		SteinmetzLab	ST5664	-1.1610185395	-1.0414342084	-1.59015646	-1.4657225594
3953	10	-	267316	267900	584	CUTs	CUT683	CUT683		SteinmetzLab	ST5469	-1.1610733882	-1.1252351816	-1.0049339646	1.1101944777
928	4	+	501458	501674	216	SUTs	SUT052	SUT052		SteinmetzLab	ST0502	-1.1610757438	-1.2080998537	1.2982216275	-1.2926505822
5638	13	-	480533	480733	200	other	tK(CUU)M	tK(CUU)M		FrancescLab	NA	-1.1612018559	2.088204268	-1.1302827005	1.2987483781
5836	14	+	211755	214675	2920	ORF-T	YNL233W	BNI4		SteinmetzLab	ST2766	-1.1613294971	-1.0662522792	-2.4679777786	-1.4867228178
5328	13	+	434129	435985	1856	ORF-T	YMR083W	ADH3		SteinmetzLab	ST2562	-1.1615802748	-1.3445609817	-1.333025349	1.5135933425
5326	13	+	430017	430977	960	SUTs	SUT302	SUT302	ISF1	SteinmetzLab	ST2560	-1.1617387424	-1.0474261605	-1.6868027257	1.0147207172
5810	14	+	117251	118891	1640	ORF-T	YNL277W	MET2		SteinmetzLab	ST2740	-1.1619305954	1.0438162645	-1.2200992711	1.5106857862
3495	9	-	44021	44445	424	SUTs	SUT603	SUT603		SteinmetzLab	ST5250	-1.162246858	-1.1165867709	1.4299831465	-1.0252768378
7400	16	-	256933	259405	2472	ORF-T	YPL155C	KIP2		SteinmetzLab	ST7048	-1.1624611071	1.0840529284	-1.2713623721	-1.1401409349
4853	12	+	1030080	1030600	520	SUTs	SUT284	SUT284		SteinmetzLab	ST2407	-1.1626035026	-1.1492726392	1.4467240544	1.5218381756
5416	13	+	668433	669921	1488	ORF-T	YMR203W	TOM40		SteinmetzLab	ST2644	-1.1626517967	-1.264255808	-1.3201831638	1.3425993584
1309	4	-	230389	230477	88	SUTs	SUT_FS0082	SUT_FS0082		FrancescLab	NA	-1.162902853	1.1336477239	-1.2085658203	1.4257457427
3210	8	-	109942	111334	1392	ORF-T	YHR003C	YHR003C		SteinmetzLab	ST5108	-1.1629111141	-1.1660444376	-1.1641011988	1.0409167068
316	2	+	730336	732592	2256	ORF-T	YBR259W	YBR259W		SteinmetzLab	ST0250	-1.1629161132	-1.1649147926	-1.3675108677	-1.2750196908
5764	13	-	873109	874389	1280	ORF-T	YMR303C	ADH2		SteinmetzLab	ST6392	-1.1629886334	-1.0015379881	1.0690886904	1.0074857347
821	4	+	176633	178201	1568	ORF-T	YDL155W	CLB3		SteinmetzLab	ST0400	-1.1630423944	-1.7866162175	-1.4040921677	-1.3837166451
5555	13	-	226837	228709	1872	ORF-T	YML023C	NSE5		SteinmetzLab	ST6196	-1.1630740881	-1.1129840465	-1.3198000902	1.1059786388
5497	13	-	29877	30309	432	SUTs	SUT715	SUT715		SteinmetzLab	ST6142	-1.1632061661	1.2923736743	1.2704740217	-1.0714311617
2709	7	-	269151	270175	1024	ORF-T	YGL129C, YGL128C	RSM23, CWC23		SteinmetzLab	ST4812	-1.1633646573	-1.0728722938	1.0331280903	1.3586992718
1358	4	-	356909	357141	232	CUTs	CUT488	CUT488		SteinmetzLab	ST4122	-1.1635330266	-1.6171362193	1.2618486173	1.238782744
4741	12	+	642561	644409	1848	ORF-T	YLR253W	YLR253W		SteinmetzLab	ST2301	-1.1638623349	1.2051619445	-2.0177337419	1.1486843416
5343	13	+	494953	496297	1344	ORF-T	YMR113W	FOL3		SteinmetzLab	ST2576	-1.1638751541	1.2203977453	-1.8833364424	-1.2707288227
991	4	+	718644	719788	1144	SUTs	SUT059	SUT059		SteinmetzLab	ST0560	-1.1638915451	-1.0116737373	1.210138293	1.1039715694
893	4	+	413569	413945	376	CUTs	CUT056	CUT056		SteinmetzLab	ST0468	-1.1640908653	-1.1042820677	2.1996462166	-1.3775131299
6339	15	+	170786	180514	9728	ORF-T	YOL081W	IRA2		SteinmetzLab	ST3026	-1.1641334128	-1.1204566584	-1.4080104332	-1.0281642036
2399	7	+	393923	394827	904	ORF-T	YGL058W	RAD6		SteinmetzLab	ST1171	-1.1642610734	-1.0199401532	-1.0934566707	1.1210427946
4344	11	-	48917	49853	936	ORF-T	YKL206C	ADD66		SteinmetzLab	ST5629	-1.1645909697	-1.2205390289	-1.329112626	1.4279359614
5199	13	+	70233	70569	336	ORF-T	YML100W-A	YML100W-A		SteinmetzLab	ST2437	-1.1646584693	2.0740246727	-1.8989643073	2.1686061956
5583	13	-	311269	311477	208	CUTs	CUT766	CUT766		SteinmetzLab	ST6223	-1.1647752473	1.7539517684	-1.1566492425	1.2505882859
4784	12	+	793863	794047	184	other	tD(GUC)L2	tD(GUC)L2		FrancescLab	NA	-1.1647810113	1.2663498791	2.1016295135	2.9109430362
6005	14	+	662196	662308	112	CUTs	CUT348	CUT348		SteinmetzLab	ST2930	-1.1649405142	-1.3276955304	1.0619943682	-1.4409307792
1465	4	-	668816	671040	2224	ORF-T	YDR107C	TMN2		SteinmetzLab	ST4226	-1.1650229059	1.0174999828	-1.3959476661	1.1485377855
6109	14	-	218975	220415	1440	ORF-T	YNL229C	URE2		SteinmetzLab	ST6468	-1.1652502978	-1.457742239	-1.3534195423	-2.039905432
5371	13	+	557489	557897	408	CUTs	CUT303	CUT303		SteinmetzLab	ST2601	-1.1653125024	1.0632691041	1.3211241901	1.12828936
1431	4	-	569151	569831	680	ORF-T	YDR059C	UBC5		SteinmetzLab	ST4194	-1.166166154	1.2484692579	-1.3005401411	1.1359195899
2763	7	-	431511	433183	1672	ORF-T	YGL035C	MIG1		SteinmetzLab	ST4862	-1.1666962742	1.2215718145	-2.575562975	-1.1183073952
6581	15	+	860883	865603	4720	ORF-T	YOR291W	YOR291W		SteinmetzLab	ST3260	-1.1668538026	1.0855872624	-2.7528334045	-1.1768312703
3655	10	+	97625	99601	1976	ORF-T	YJL172W	CPS1		SteinmetzLab	ST1720	-1.1670470331	1.1791637677	-1.1008691062	1.2933096258
544	2	-	676228	679244	3016	ORF-T	YBR229C	ROT2		SteinmetzLab	ST3876	-1.1673415038	-1.0358661455	-2.4813681157	-1.1107332206
6117	14	-	246383	247207	824	ORF-T	YNL213C	YNL213C		SteinmetzLab	ST6476	-1.1673902155	-1.2115677354	-1.5001435051	-1.4772334488
1218	4	+	1459749	1460565	816	SUTs	SUT079	SUT079	YDR506C	SteinmetzLab	ST0780	-1.1675323938	1.0375552197	-1.9983501467	-1.0434128476
4559	12	+	40657	41289	632	ORF-T	YLL049W	LDB18		SteinmetzLab	ST2127	-1.1677352492	1.3139510349	-1.4542847624	1.295334045
4084	10	-	650700	651252	552	CUTs	CUT699	CUT699		SteinmetzLab	ST5593	-1.1678022704	1.1919649045	1.3515133892	1.2479199768
1724	4	-	1492377	1493113	736	other	snR84	SNR84		SteinmetzLab	ST4472	-1.1680237698	1.0632089219	2.0220493745	1.4355865872
2161	6	+	184481	191385	6904	ORF-T	YFR019W	FAB1		SteinmetzLab	ST1015	-1.16854269	1.1286084441	-1.4154183155	1.0593642154
5594	13	-	347453	348293	840	ORF-T	YMR038C	CCS1		SteinmetzLab	ST6233	-1.1686555606	1.0712446348	-1.1009671112	1.0369837301
2884	7	-	794583	795655	1072	ORF-T	YGR151C, YGR152C	YGR151C, RSR1		SteinmetzLab	ST4977	-1.1688321298	-1.1347493066	-2.5682705169	-1.8084297923
5125	12	-	849219	849715	496	ORF-T	YLR361C-A	YLR361C-A		SteinmetzLab	ST6082	-1.1688994155	1.6037658206	1.152873228	1.544313704
794	4	+	88217	89905	1688	ORF-T	YDL207W	GLE1		SteinmetzLab	ST0373	-1.1689784003	-1.1979678216	-1.4300918392	-1.7240596842
3114	8	+	371770	372658	888	ORF-T	YHR134W	WSS1		SteinmetzLab	ST1505	-1.1690300421	1.1727817593	-1.0486011788	1.303119598
7553	16	-	708367	709935	1568	ORF-T	YPR085C	YPR085C		SteinmetzLab	ST7197	-1.1692291974	-1.1917376216	-1.4210829295	-1.0603706316
4205	11	+	308739	309395	656	ORF-T	YKL068W-A	YKL068W-A		SteinmetzLab	ST2007	-1.1696193437	-1.2761220279	-1.144198717	1.1823517852
6027	14	+	711596	712996	1400	ORF-T	YNR048W	YNR048W		SteinmetzLab	ST2952	-1.1697903402	1.1758571475	-1.5799873471	-1.0574581388
3748	10	+	387568	388424	856	ORF-T	YJL030W	MAD2		SteinmetzLab	ST1808	-1.1700137423	1.6180105524	-1.1076028061	-1.3678793452
4931	12	-	237837	241733	3896	other	YLR046C, YLR047C	YLR046C, FRE8		SteinmetzLab	ST5897	-1.1700955085	-1.0129523067	-1.5056585955	1.0100205483
572	2	-	748020	749396	1376	ORF-T	YBR273C	UBX7		SteinmetzLab	ST3904	-1.1702656046	1.1728258123	-1.556661271	1.160042914
3904	10	-	137028	137132	104	CUTs	CUT675	CUT675		SteinmetzLab	ST5422	-1.1702674788	-1.9026840278	1.1331803422	-1.283627957
3512	9	-	89885	92829	2944	ORF-T	YIL137C	TMA108		SteinmetzLab	ST5267	-1.1702945184	-1.1469435912	-2.3383225257	1.1645557762
6124	14	-	264807	266671	1864	ORF-T	YNL199C, YNL198C	GCR2, YNL198C		SteinmetzLab	ST6483	-1.1703436715	-1.102962521	-1.6379715451	-1.6760070986
2731	7	-	345295	345727	432	CUTs	CUT597	CUT597		SteinmetzLab	ST4833	-1.1705066684	1.0460159749	1.1792162534	-1.1710498509
1634	4	-	1234033	1236185	2152	SUTs	SUT485	SUT485	ARO10	SteinmetzLab	ST4385	-1.1706439949	1.1047527701	-2.1661127827	-1.1871797702
1426	4	-	558351	560775	2424	ORF-T	YDR052C	DBF4		SteinmetzLab	ST4189	-1.1707654266	-1.2783928965	-1.8736360631	-2.0931838064
6093	14	-	160647	164399	3752	ORF-T	YNL257C	SIP3		SteinmetzLab	ST6452	-1.1708320628	-1.0481746427	-1.927932382	-1.2642174258
1326	4	-	281981	283221	1240	ORF-T	YDL100C	GET3		SteinmetzLab	ST4090	-1.1709364381	1.0550294714	-1.466258253	-1.0193169824
2379	7	+	349571	350571	1000	ORF-T	YGL085W	YGL085W		SteinmetzLab	ST1151	-1.1709706798	-1.0851452039	1.0297622581	-1.2231863445
5951	14	+	526028	529644	3616	ORF-T	YNL054W	VAC7		SteinmetzLab	ST2879	-1.1710632837	-1.0133944749	-1.7517424954	-1.0800915308
706	3	-	94478	95798	1320	ORF-T	YCL016C	DCC1		SteinmetzLab	ST3945	-1.1712680362	1.0795016518	-2.2391796529	1.0196628117
5984	14	+	606140	609436	3296	ORF-T	YNL014W	HEF3		SteinmetzLab	ST2910	-1.1713646638	-1.0173870066	-1.6326008655	-1.3523463641
3278	8	-	283541	284661	1120	ORF-T	YHR090C	YNG2		SteinmetzLab	ST5170	-1.1713656629	1.3045732463	1.2179357891	-1.3395201106
6010	14	+	670364	672204	1840	ORF-T	YNR023W	SNF12		SteinmetzLab	ST2935	-1.1714711984	1.0262571685	-1.6195678994	-1.1746747547
3589	9	-	324205	324413	208	other	tD(GUC)I1	tD(GUC)I1		FrancescLab	NA	-1.1715376243	1.3741705223	1.9902547743	3.4560415115
3207	8	-	100406	102046	1640	ORF-T	YHL003C	LAG1		SteinmetzLab	ST5105	-1.171542883	-1.0511353544	-1.3505068738	1.1143666945
7239	16	+	710051	711307	1256	ORF-T	YPR086W	SUA7		SteinmetzLab	ST3560	-1.1716261654	-1.0803767929	-1.3480696832	-1.0347616058
104	2	+	43145	44201	1056	ORF-T	YBL095W	YBL095W		SteinmetzLab	ST0052	-1.1716451059	-1.1205803947	-1.070697071	-1.1015605
170	2	+	278856	281304	2448	ORF-T	YBR020W	GAL1		SteinmetzLab	ST0113	-1.1717709342	1.4101990504	-2.3626646615	-1.5564332361
3190	8	-	56598	58966	2368	SUTs	SUT574	SUT574	RIM4	SteinmetzLab	ST5089	-1.1718110087	1.1053495276	1.1201388717	1.5006379555
5393	13	+	618441	619377	936	ORF-T	YMR178W	YMR178W		SteinmetzLab	ST2621	-1.1718771255	1.739035067	-1.341953778	1.7376784795
6254	14	-	697592	699472	1880	ORF-T	YNR039C	ZRG17		SteinmetzLab	ST6600	-1.1719833309	1.0651100768	-1.3148299175	-1.1805738822
6138	14	-	317887	318871	984	ORF-T	YNL168C	FMP41		SteinmetzLab	ST6497	-1.1720844529	1.0464253948	-1.4001796322	1.3849912008
2031	5	-	314493	316557	2064	ORF-T	YER077C	YER077C		SteinmetzLab	ST4594	-1.1723053266	-1.0726624593	-1.7266007126	-1.6529690336
1956	5	-	124653	126413	1760	ORF-T	YEL016C	NPP2		SteinmetzLab	ST4521	-1.1723494609	1.1332205676	-1.8449073347	-1.0137153701
612	3	+	106962	107530	568	ORF-T	YCL005W-A	VMA9		SteinmetzLab	ST0296	-1.1723989951	1.3842638245	-1.3059751463	1.9585109217
1575	4	-	1058001	1058993	992	ORF-T	YDR298C	ATP5		SteinmetzLab	ST4332	-1.1724902349	-1.2885250144	-1.169386704	1.1764570345
4199	11	+	290947	292579	1632	ORF-T	YKL077W	YKL077W		SteinmetzLab	ST2002	-1.172598146	-1.5435933105	-1.5249817912	-1.2425867458
6457	15	+	474586	476818	2232	ORF-T	YOR080W	DIA2		SteinmetzLab	ST3138	-1.1727062072	-1.1256178429	-1.6615703248	-1.3037707755
4722	12	+	586137	587713	1576	ORF-T	YLR224W	YLR224W		SteinmetzLab	ST2283	-1.1729893573	-1.1711773666	-1.5783211657	1.0181766971
5531	13	-	141493	141997	504	ORF-T	YML066C	SMA2		SteinmetzLab	ST6175	-1.1730555522	-1.0444984726	-1.0107944982	1.1807588731
2879	7	-	781391	781519	128	SUTs	SUT563	SUT563		SteinmetzLab	ST4972	-1.1731629627	-1.2076211513	1.9556149587	1.0350843913
5144	12	-	919203	921643	2440	ORF-T	YLR399C	BDF1		SteinmetzLab	ST6101	-1.1731817406	1.1279135584	-1.1386666516	1.0880675687
3484	9	+	410673	411841	1168	ORF-T	YIR029W	DAL2		SteinmetzLab	ST1689	-1.1735058956	1.0004945528	-1.5869977849	-1.4742743413
2439	7	+	523627	524755	1128	ORF-T	YGR017W	YGR017W		SteinmetzLab	ST1208	-1.1745335397	-1.0302239686	-1.5419419874	-1.28416925
3853	10	+	705672	706880	1208	ORF-T	YJR148W	BAT2		SteinmetzLab	ST1905	-1.1745685182	-1.1037612072	-2.075308369	1.2365429316
5465	13	+	841913	842289	376	ORF-T	YMR286W	MRPL33		SteinmetzLab	ST2690	-1.174612673	-1.218553181	-2.0503754707	1.8747688161
6874	15	-	721742	722630	888	SUTs	SUT786	SUT786		SteinmetzLab	ST6851	-1.1756023089	-1.0508275335	1.3103349457	1.0419770481
335	2	+	785448	786472	1024	SUTs	SUT023	SUT023		SteinmetzLab	ST0269	-1.1758398401	1.6588749673	-1.0520576025	1.6042859301
4802	12	+	849839	852271	2432	ORF-T	YLR362W	STE11		SteinmetzLab	ST2357	-1.175948226	1.1769888586	-1.123333871	1.0032731266
663	3	+	252794	254202	1408	ORF-T	YCR079W	PTC6		SteinmetzLab	ST0342	-1.1760574588	-1.1034762962	-1.4052062577	-1.1308117935
6408	15	+	356506	357290	784	other	YOR012W, YOR013W	YOR012W, IRC11		SteinmetzLab	ST3091	-1.1762346272	1.0114754433	-1.052391032	1.5182249047
570	2	-	742724	744716	1992	ORF-T	YBR270C	BIT2		SteinmetzLab	ST3902	-1.1767840752	-1.205534101	-1.2131675775	-1.1925355502
5428	13	+	716497	718529	2032	ORF-T	YMR223W	UBP8		SteinmetzLab	ST2656	-1.1769192131	-1.3936120355	-2.1519543649	-1.184907605
5792	14	+	76787	78395	1608	ORF-T	YNL295W	YNL295W		SteinmetzLab	ST2724	-1.1769224234	-1.0023513818	-1.923970863	-2.0371691995
2071	5	-	435693	435893	200	other	tK(CUU)E2	tK(CUU)E2		FrancescLab	NA	-1.1770187068	2.105235741	-1.1307547416	1.2513899835
1801	5	+	188233	189337	1104	ORF-T	YER016W	BIM1		SteinmetzLab	ST0864	-1.1771728179	-1.0234042367	-1.4777830965	1.1546573563
3692	10	+	204704	204912	208	other	tD(GUC)J1	tD(GUC)J1		FrancescLab	ST1756	-1.1771989535	1.3320197022	1.9943821083	3.3610100143
2309	7	+	147843	148235	392	CUTs	CUT128	CUT128		SteinmetzLab	ST1083	-1.1773402136	1.0638105596	1.723442117	1.5618890383
1864	5	+	359281	360393	1112	ORF-T	YER100W	UBC6		SteinmetzLab	ST0921	-1.177443427	-1.1122247495	-1.8148620018	-1.1373534752
2163	6	+	194705	196345	1640	ORF-T	YFR021W	ATG18		SteinmetzLab	ST1017	-1.1776083903	-1.2792429588	-1.549854135	-1.0765616634
2419	7	+	459843	461499	1656	ORF-T	YGL017W	ATE1		SteinmetzLab	ST1189	-1.1777987427	-1.0573370042	-1.0752325458	1.2168298334
4486	11	-	440024	442432	2408	ORF-T	YKR001C	VPS1		SteinmetzLab	ST5766	-1.1779113591	1.1248914867	-1.6315483297	-1.112521523
6483	15	+	546666	548658	1992	ORF-T	YOR118W	YOR118W		SteinmetzLab	ST3163	-1.1781626239	-1.1352136523	-1.7478675337	-1.1342330225
2233	6	-	201709	203453	1744	ORF-T	YFR024C-A	LSB3		SteinmetzLab	ST4715	-1.1782355602	1.0151949679	-1.4556020091	1.1739389692
4852	12	+	1028776	1030048	1272	ORF-T	YLR448W	RPL6B		SteinmetzLab	ST2406	-1.1783053312	-1.2742563025	-1.2270194334	1.331061753
3629	10	+	21897	22681	784	ORF-T	YJL218W	YJL218W		SteinmetzLab	ST1694	-1.178343144	-1.5341039517	-1.2822374299	-1.0308908895
137	2	+	170551	171135	584	ORF-T	YBL026W	LSM2		SteinmetzLab	ST0084	-1.1783522082	1.4168471831	-1.8744185503	-1.0547297515
1446	4	-	607119	610167	3048	ORF-T	YDR081C	PDC2		SteinmetzLab	ST4209	-1.1784133901	-1.0964525901	-1.8181807542	-1.878805502
5799	14	+	90171	91563	1392	ORF-T	YNL288W	CAF40		SteinmetzLab	ST2731	-1.1785243089	1.4243134328	-1.7617085239	1.4751958881
2358	7	+	307387	308691	1304	ORF-T	YGL105W	ARC1		SteinmetzLab	ST1131	-1.1793403055	1.1017619097	-1.6959472602	1.0624344746
7620	16	-	909615	911039	1424	ORF-T	YPR186C	PZF1		SteinmetzLab	ST7261	-1.1794806767	1.083767221	1.025499041	-1.2208170457
7076	16	+	250425	250705	280	CUTs	CUT410	CUT410		SteinmetzLab	ST3401	-1.1795874324	-1.3531333389	1.5177616432	-1.6988987729
2183	6	-	14900	16461	1561	ORF-T	YFL056C	AAD6		SteinmetzLab	ST4669	-1.1795879339	1.0140967754	-1.4708692441	1.0143987999
2374	7	+	343291	345275	1984	ORF-T	YGL090W	LIF1		SteinmetzLab	ST1146	-1.1795906411	1.2209977574	-1.2489017496	-1.351918174
4715	12	+	559441	560825	1384	ORF-T	YLR208W	SEC13		SteinmetzLab	ST2277	-1.1797208615	-1.1324798418	-1.2491597675	1.0378767752
6179	14	-	443215	444383	1168	ORF-T	YNL096C	RPS7B		SteinmetzLab	ST6536	-1.1797775208	-1.0856696914	-3.3570476768	1.0600480205
2201	6	-	87469	90749	3280	ORF-T	YFL024C	EPL1		SteinmetzLab	ST4687	-1.1798040659	-1.1101695382	-1.6316639657	-1.2567882378
6325	15	+	136442	136874	432	CUTs	CUT357	CUT357		SteinmetzLab	ST3012	-1.1801468589	-1.0775811492	-1.0051125078	-1.0094019788
3874	10	-	79381	79989	608	SUTs	SUT618	SUT618		SteinmetzLab	ST5394	-1.180241947	1.6830532844	-1.0756444659	1.5843367773
1891	5	+	465097	466121	1024	ORF-T	YER148W	SPT15		SteinmetzLab	ST0947	-1.1805594491	-1.0577137792	-1.0636745864	1.161250981
571	2	-	746140	747820	1680	ORF-T	YBR272C	HSM3		SteinmetzLab	ST3903	-1.1806371483	1.2394846969	-1.1447160912	1.3824021811
3414	9	+	212449	214769	2320	ORF-T	YIL078W	THS1		SteinmetzLab	ST1623	-1.18081138	-1.2349055154	-1.5904080194	-1.0537052489
2246	6	-	226589	226789	200	other	tK(CUU)F	tK(CUU)F		FrancescLab	NA	-1.1812370887	1.958604068	-1.2155777075	1.2170473997
1743	5	+	26137	27625	1488	ORF-T	YEL066W	HPA3		SteinmetzLab	ST0810	-1.1814068124	1.356144619	-1.3370062923	-1.40941424
167	2	+	269792	270208	416	SUTs	SUT012	SUT012		SteinmetzLab	ST0110	-1.1816345621	-1.214830329	-1.086937731	1.5037646178
7469	16	-	466463	467015	552	ORF-T	YPL046C	ELC1		SteinmetzLab	ST7114	-1.1816815087	-1.0241099574	-1.7422333645	-1.2411875849
1638	4	-	1248073	1249953	1880	ORF-T	YDR387C	YDR387C		SteinmetzLab	ST4389	-1.1818593773	1.8067500116	-1.956416886	1.2376309668
5562	13	-	251749	253005	1256	ORF-T	YML008C	ERG6		SteinmetzLab	ST6203	-1.1820048277	-1.1037474268	-1.8181969254	1.0916260084
5838	14	+	217731	218395	664	CUTs	CUT322	CUT322		SteinmetzLab	ST2768	-1.1822871904	-1.0988254394	1.0121369314	-1.021182399
4652	12	+	374345	374537	192	other	tR(ACG)L	tR(ACG)L		FrancescLab	NA	-1.1826189188	2.0148231385	1.8276635296	3.0516589323
