ensembl_gene	associated_gene_name	salt_HeLa
ENSG00000129749	CHRNA10	upregulated
ENSG00000110713	NUP98	unresponsive
ENSG00000148985	PGAP2	unresponsive
ENSG00000177105	RHOG	unresponsive
ENSG00000228661	AC090587.1	unresponsive
ENSG00000167323	STIM1	unresponsive
ENSG00000229368	AC090587.2	unresponsive
ENSG00000167325	RRM1	unresponsive
ENSG00000255276	RRM1-AS1	unresponsive
ENSG00000132109	TRIM21	unresponsive
ENSG00000167333	TRIM68	unresponsive
ENSG00000167332	OR51E2	unresponsive
ENSG00000213931	HBE1	unresponsive
ENSG00000175518	UBQLNL	unresponsive
ENSG00000121236	TRIM6	unresponsive
ENSG00000132256	TRIM5	unresponsive
ENSG00000132274	TRIM22	unresponsive
ENSG00000181074	OR52N4	unresponsive
ENSG00000267940	AC022762.2	unresponsive
ENSG00000051009	FAM160A2	unresponsive
ENSG00000170955	CAVIN3	unresponsive
ENSG00000282556	AC068733.3	unresponsive
ENSG00000166311	SMPD1	unresponsive
ENSG00000166313	APBB1	unresponsive
ENSG00000110169	HPX	unresponsive
ENSG00000110171	TRIM3	unresponsive
ENSG00000132254	ARFIP2	unresponsive
ENSG00000132286	TIMM10B	unresponsive
ENSG00000254595	AC084337.1	unresponsive
ENSG00000179532	DNHD1	unresponsive
ENSG00000132275	RRP8	unresponsive
ENSG00000254400	AC091564.2	unresponsive
ENSG00000166333	ILK	unresponsive
ENSG00000166337	TAF10	unresponsive
ENSG00000166340	TPP1	unresponsive
ENSG00000255680	AC091564.6	unresponsive
ENSG00000166341	DCHS1	unresponsive
ENSG00000255390	AC091564.4	unresponsive
ENSG00000158042	MRPL17	unresponsive
ENSG00000149050	ZNF214	unresponsive
ENSG00000183801	OLFML1	unresponsive
ENSG00000166387	PPFIBP2	unresponsive
ENSG00000166394	CYB5R2	unresponsive
ENSG00000182261	NLRP10	unresponsive
ENSG00000175390	EIF3F	unresponsive
ENSG00000166402	TUB	unresponsive
ENSG00000166405	RIC3	unresponsive
ENSG00000166407	LMO1	unresponsive
ENSG00000130413	STK33	unresponsive
ENSG00000166436	TRIM66	unresponsive
ENSG00000166441	RPL27A	unresponsive
ENSG00000212607	SNORA3B	unresponsive
ENSG00000166444	ST5	unresponsive
ENSG00000254665	AC091053.1	unresponsive
ENSG00000255159	AC026894.1	unresponsive
ENSG00000166452	AKIP1	unresponsive
ENSG00000176029	C11orf16	unresponsive
ENSG00000175348	TMEM9B	unresponsive
ENSG00000254860	TMEM9B-AS1	unresponsive
ENSG00000175352	NRIP3	unresponsive
ENSG00000175356	SCUBE2	upregulated
ENSG00000184014	DENND5A	unresponsive
ENSG00000166471	TMEM41B	unresponsive
ENSG00000205339	IPO7	unresponsive
ENSG00000201998	SNORA23	unresponsive
ENSG00000254397	AC132192.1	unresponsive
ENSG00000268403	AC132192.2	unresponsive
ENSG00000166478	ZNF143	unresponsive
ENSG00000166483	WEE1	unresponsive
ENSG00000243964	RPL23AP65	unresponsive
ENSG00000239470	AC011979.1	unresponsive
ENSG00000133789	SWAP70	unresponsive
ENSG00000245522	AC026250.1	unresponsive
ENSG00000246273	SBF2-AS1	unresponsive
ENSG00000133812	SBF2	unresponsive
ENSG00000255476	AC011092.2	unresponsive
ENSG00000254554	AC080023.1	unresponsive
ENSG00000148926	ADM	upregulated
ENSG00000133805	AMPD3	unresponsive
ENSG00000255823	MTRNR2L8	unresponsive
ENSG00000110315	RNF141	unresponsive
ENSG00000072952	MRVI1	unresponsive
ENSG00000198730	CTR9	unresponsive
ENSG00000255125	NA	unresponsive
ENSG00000110321	EIF4G2	unresponsive
ENSG00000246308	AC116535.1	unresponsive
ENSG00000236287	ZBED5	downregulated
ENSG00000247271	ZBED5-AS1	unresponsive
ENSG00000250041	AC069360.1	unresponsive
ENSG00000110328	GALNT18	unresponsive
ENSG00000254598	CSNK2A3	unresponsive
ENSG00000255351	AC023946.1	unresponsive
ENSG00000170242	USP47	unresponsive
ENSG00000050165	DKK3	unresponsive
ENSG00000254486	LINC02547	unresponsive
ENSG00000254991	AC124276.1	unresponsive
ENSG00000255400	AC124276.2	unresponsive
ENSG00000133816	MICAL2	unresponsive
ENSG00000254680	AC079329.1	unresponsive
ENSG00000133808	NA	unresponsive
ENSG00000197702	PARVA	unresponsive
ENSG00000254847	AC009806.1	unresponsive
ENSG00000187079	TEAD1	unresponsive
ENSG00000251381	LINC00958	unresponsive
ENSG00000254670	AC084859.1	unresponsive
ENSG00000189431	RASSF10	unresponsive
ENSG00000255558	AC013762.1	unresponsive
ENSG00000133794	ARNTL	unresponsive
ENSG00000148925	BTBD10	unresponsive
ENSG00000197601	FAR1	unresponsive
ENSG00000254791	FAR1-IT1	unresponsive
ENSG00000262655	SPON1	unresponsive
ENSG00000254418	SPON1-AS1	unresponsive
ENSG00000133818	RRAS2	unresponsive
ENSG00000129083	COPB1	unresponsive
ENSG00000129084	PSMA1	unresponsive
ENSG00000152270	PDE3B	unresponsive
ENSG00000255040	MORF4L1P3	unresponsive
ENSG00000186104	CYP2R1	unresponsive
ENSG00000175868	CALCB	unresponsive
ENSG00000110693	SOX6	unresponsive
ENSG00000110696	C11orf58	unresponsive
ENSG00000166689	PLEKHA7	unresponsive
ENSG00000244398	AC116533.1	unresponsive
ENSG00000184669	OR7E14P	unresponsive
ENSG00000110700	RPS13	unresponsive
ENSG00000272034	SNORD14A	downregulated
ENSG00000011405	PIK3C2A	unresponsive
ENSG00000070081	NUCB2	unresponsive
ENSG00000188211	NCR3LG1	unresponsive
ENSG00000260196	AC124798.1	unresponsive
ENSG00000187486	KCNJ11	unresponsive
ENSG00000006071	ABCC8	unresponsive
ENSG00000006611	USH1C	unresponsive
ENSG00000188162	OTOG	unresponsive
ENSG00000129159	KCNC1	unresponsive
ENSG00000129158	SERGEF	unresponsive
ENSG00000129167	TPH1	unresponsive
ENSG00000166788	SAAL1	unresponsive
ENSG00000134339	SAA2	unresponsive
ENSG00000212789	ST13P5	unresponsive
ENSG00000173432	SAA1	unresponsive
ENSG00000110756	HPS5	unresponsive
ENSG00000110768	GTF2H1	unresponsive
ENSG00000134333	LDHA	unresponsive
ENSG00000256006	AC084117.1	unresponsive
ENSG00000166796	LDHC	upregulated
ENSG00000166800	LDHAL6A	unresponsive
ENSG00000074319	TSG101	unresponsive
ENSG00000256464	YWHABP2	unresponsive
ENSG00000151116	UEVLD	unresponsive
ENSG00000256282	AC112694.1	unresponsive
ENSG00000247595	SPTY2D1OS	unresponsive
ENSG00000279837	AC112694.2	unresponsive
ENSG00000179119	SPTY2D1	unresponsive
ENSG00000257043	AP006296.1	unresponsive
ENSG00000151117	TMEM86A	unresponsive
ENSG00000177054	ZDHHC13	unresponsive
ENSG00000255308	AC009652.2	unresponsive
ENSG00000129173	E2F8	unresponsive
ENSG00000166833	NAV2	unresponsive
ENSG00000270607	AC009549.1	unresponsive
ENSG00000254453	NAV2-AS2	unresponsive
ENSG00000254894	NAV2-AS1	unresponsive
ENSG00000279266	AC068860.1	upregulated
ENSG00000109854	HTATIP2	unresponsive
ENSG00000185238	PRMT3	unresponsive
ENSG00000183161	FANCF	unresponsive
ENSG00000148935	GAS2	unresponsive
ENSG00000198168	SVIP	unresponsive
ENSG00000246225	AC006299.1	unresponsive
ENSG00000187398	LUZP2	unresponsive
ENSG00000254456	AC090592.1	unresponsive
ENSG00000134343	ANO3	unresponsive
ENSG00000176971	FIBIN	unresponsive
ENSG00000129151	BBOX1	unresponsive
ENSG00000254560	BBOX1-AS1	unresponsive
ENSG00000109881	CCDC34	unresponsive
ENSG00000205213	LGR4	unresponsive
ENSG00000254862	AC100771.2	unresponsive
ENSG00000148943	LIN7C	unresponsive
ENSG00000245573	BDNF-AS	unresponsive
ENSG00000240036	AC104563.1	unresponsive
ENSG00000254934	LINC00678	unresponsive
ENSG00000176697	BDNF	unresponsive
ENSG00000255496	AC103796.1	unresponsive
ENSG00000224411	HSP90AA2P	unresponsive
ENSG00000121621	KIF18A	unresponsive
ENSG00000169519	METTL15	unresponsive
ENSG00000248990	AC100773.1	unresponsive
ENSG00000249867	AC090833.1	unresponsive
ENSG00000254526	AC090791.1	unresponsive
ENSG00000255450	AC110056.1	unresponsive
ENSG00000254530	AC090124.1	unresponsive
ENSG00000152219	ARL14EP	unresponsive
ENSG00000242353	RPL12P30	unresponsive
ENSG00000066382	MPPED2	unresponsive
ENSG00000255480	AL353699.1	unresponsive
ENSG00000254489	MPPED2-AS1	unresponsive
ENSG00000170959	DCDC1	unresponsive
ENSG00000255525	AL137804.1	unresponsive
ENSG00000170946	DNAJC24	unresponsive
ENSG00000148950	IMMP1L	unresponsive
ENSG00000109911	ELP4	unresponsive
ENSG00000228061	AC131571.1	unresponsive
ENSG00000007372	PAX6	unresponsive
ENSG00000049449	RCN1	unresponsive
ENSG00000255252	AL078612.1	unresponsive
ENSG00000255375	AL078612.2	unresponsive
ENSG00000184937	WT1	unresponsive
ENSG00000149100	EIF3M	unresponsive
ENSG00000270903	HNRNPA3P9	unresponsive
ENSG00000186714	CCDC73	unresponsive
ENSG00000135378	PRRG4	unresponsive
ENSG00000060749	QSER1	unresponsive
ENSG00000121690	DEPDC7	unresponsive
ENSG00000176148	TCP11L1	unresponsive
ENSG00000280550	NA	unresponsive
ENSG00000213713	PIGCP1	unresponsive
ENSG00000280798	LINC00294	unresponsive
ENSG00000176102	CSTF3	unresponsive
ENSG00000110422	HIPK3	unresponsive
ENSG00000110427	KIAA1549L	upregulated
ENSG00000255202	AL049629.1	upregulated
ENSG00000205177	C11orf91	unresponsive
ENSG00000085063	CD59	unresponsive
ENSG00000110429	FBXO3	unresponsive
ENSG00000135363	LMO2	unresponsive
ENSG00000135387	CAPRIN1	unresponsive
ENSG00000135372	NAT10	unresponsive
ENSG00000166016	ABTB2	unresponsive
ENSG00000121691	CAT	unresponsive
ENSG00000135373	EHF	unresponsive
ENSG00000149089	APIP	unresponsive
ENSG00000110435	PDHX	unresponsive
ENSG00000255521	AL356215.1	unresponsive
ENSG00000026508	CD44	unresponsive
ENSG00000255443	CD44-AS1	unresponsive
ENSG00000251194	AL133330.1	unresponsive
ENSG00000110436	SLC1A2	upregulated
ENSG00000255004	AL133330.2	unresponsive
ENSG00000149090	PAMR1	unresponsive
ENSG00000179431	FJX1	unresponsive
ENSG00000166326	TRIM44	unresponsive
ENSG00000179241	LDLRAD3	unresponsive
ENSG00000110442	COMMD9	unresponsive
ENSG00000135362	PRR5L	unresponsive
ENSG00000255186	AC087277.2	unresponsive
ENSG00000175104	TRAF6	unresponsive
ENSG00000280331	AC061999.1	unresponsive
ENSG00000166349	RAG1	upregulated
ENSG00000175097	RAG2	unresponsive
ENSG00000166352	C11orf74	unresponsive
ENSG00000255477	AC021713.1	unresponsive
ENSG00000255279	AC023442.3	unresponsive
ENSG00000166181	API5	unresponsive
ENSG00000254907	AC087276.2	unresponsive
ENSG00000052841	TTC17	unresponsive
ENSG00000255340	AC087276.3	unresponsive
ENSG00000254577	AC087276.1	unresponsive
ENSG00000254463	PPIAP41	unresponsive
ENSG00000213697	CTBP2P6	unresponsive
ENSG00000149084	HSD17B12	unresponsive
ENSG00000246250	AC087521.2	unresponsive
ENSG00000166199	ALKBH3	unresponsive
ENSG00000213693	SEC14L1P1	unresponsive
ENSG00000244926	ALKBH3-AS1	unresponsive
ENSG00000254409	AC087521.3	unresponsive
ENSG00000187479	C11orf96	upregulated
ENSG00000244953	AC087521.1	unresponsive
ENSG00000110455	ACCS	downregulated
ENSG00000151348	EXT2	unresponsive
ENSG00000052850	ALX4	unresponsive
ENSG00000085117	CD82	unresponsive
ENSG00000254693	AC010768.1	unresponsive
ENSG00000255092	AC010768.2	unresponsive
ENSG00000157570	TSPAN18	unresponsive
ENSG00000175274	TP53I11	unresponsive
ENSG00000019485	PRDM11	unresponsive
ENSG00000019505	SYT13	unresponsive
ENSG00000254497	AC103681.1	unresponsive
ENSG00000175264	CHST1	unresponsive
ENSG00000181830	SLC35C1	unresponsive
ENSG00000121671	CRY2	downregulated
ENSG00000121653	MAPK8IP1	unresponsive
ENSG00000255498	AC068385.1	unresponsive
ENSG00000234776	C11orf94	unresponsive
ENSG00000121680	PEX16	unresponsive
ENSG00000165905	LARGE2	unresponsive
ENSG00000135365	PHF21A	upregulated
ENSG00000254639	AC116021.1	downregulated
ENSG00000157613	CREB3L1	unresponsive
ENSG00000149091	DGKZ	unresponsive
ENSG00000110492	MDK	unresponsive
ENSG00000180720	CHRM4	unresponsive
ENSG00000110497	AMBRA1	unresponsive
ENSG00000244313	AC024293.1	unresponsive
ENSG00000180423	HARBI1	unresponsive
ENSG00000175224	ATG13	unresponsive
ENSG00000175220	ARHGAP1	unresponsive
ENSG00000175213	ZNF408	unresponsive
ENSG00000175216	CKAP5	unresponsive
ENSG00000212135	SNORD67	unresponsive
ENSG00000247675	LRP4-AS1	unresponsive
ENSG00000134569	LRP4	unresponsive
ENSG00000149179	C11orf49	unresponsive
ENSG00000255520	AC090589.2	unresponsive
ENSG00000149182	ARFGAP2	unresponsive
ENSG00000270060	AC090589.3	downregulated
ENSG00000165912	PACSIN3	unresponsive
ENSG00000134574	DDB2	unresponsive
ENSG00000256897	AC018410.2	unresponsive
ENSG00000134575	ACP2	unresponsive
ENSG00000025434	NR1H3	unresponsive
ENSG00000110514	MADD	unresponsive
ENSG00000256746	AC018410.1	unresponsive
ENSG00000066336	SPI1	upregulated
ENSG00000255197	AC090559.1	upregulated
ENSG00000165915	SLC39A13	unresponsive
ENSG00000165916	PSMC3	unresponsive
ENSG00000165917	RAPSN	unresponsive
ENSG00000149187	CELF1	unresponsive
ENSG00000213619	NDUFS3	unresponsive
ENSG00000110536	PTPMT1	unresponsive
ENSG00000123444	KBTBD4	unresponsive
ENSG00000231880	KF459542.1	unresponsive
ENSG00000196666	FAM180B	unresponsive
ENSG00000172247	C1QTNF4	unresponsive
ENSG00000109919	MTCH2	unresponsive
ENSG00000165923	AGBL2	unresponsive
ENSG00000109920	FNBP4	unresponsive
ENSG00000200090	RF00019	unresponsive
ENSG00000030066	NUP160	unresponsive
ENSG00000252874	RF00019	unresponsive
ENSG00000271557	YPEL5P2	unresponsive
ENSG00000149177	PTPRJ	unresponsive
ENSG00000086205	FOLH1	unresponsive
ENSG00000226268	AC135977.1	unresponsive
ENSG00000255433	AP001803.2	unresponsive
ENSG00000183908	LRRC55	unresponsive
ENSG00000134817	APLNR	unresponsive
ENSG00000149115	TNKS1BP1	unresponsive
ENSG00000254662	AP000781.1	unresponsive
ENSG00000149136	SSRP1	unresponsive
ENSG00000156575	PRG3	unresponsive
ENSG00000186652	PRG2	unresponsive
ENSG00000254979	AP000781.2	unresponsive
ENSG00000134802	SLC43A3	unresponsive
ENSG00000186907	RTN4RL2	unresponsive
ENSG00000255301	AP002893.1	unresponsive
ENSG00000149150	SLC43A1	unresponsive
ENSG00000134809	TIMM10	unresponsive
ENSG00000156587	UBE2L6	unresponsive
ENSG00000149131	SERPING1	unresponsive
ENSG00000254602	AP000662.1	upregulated
ENSG00000166793	YPEL4	unresponsive
ENSG00000172409	CLP1	unresponsive
ENSG00000156599	ZDHHC5	unresponsive
ENSG00000156603	MED19	unresponsive
ENSG00000213593	TMX2	unresponsive
ENSG00000211450	SELENOH	unresponsive
ENSG00000233436	BTBD18	unresponsive
ENSG00000198561	CTNND1	unresponsive
ENSG00000255303	OR5BA1P	upregulated
ENSG00000110031	LPXN	unresponsive
ENSG00000186660	ZFP91	unresponsive
ENSG00000269570	AP001350.1	unresponsive
ENSG00000242689	CNTF	unresponsive
ENSG00000280010	AP001350.2	unresponsive
ENSG00000149124	GLYAT	upregulated
ENSG00000197254	AP000445.1	upregulated
ENSG00000189057	FAM111B	unresponsive
ENSG00000245571	FAM111A-DT	unresponsive
ENSG00000255381	AP001258.1	unresponsive
ENSG00000166801	FAM111A	unresponsive
ENSG00000110042	DTX4	downregulated
ENSG00000255008	AP000442.1	unresponsive
ENSG00000110048	OSBP	unresponsive
ENSG00000255139	AP000442.2	unresponsive
ENSG00000166889	PATL1	unresponsive
ENSG00000255355	AP000640.2	unresponsive
ENSG00000166900	STX3	unresponsive
ENSG00000254477	AP000640.1	unresponsive
ENSG00000234964	FABP5P7	unresponsive
ENSG00000166902	MRPL16	unresponsive
ENSG00000134827	TCN1	unresponsive
ENSG00000214788	AP000790.1	upregulated
ENSG00000214787	MS4A4E	unresponsive
ENSG00000166927	MS4A7	unresponsive
ENSG00000166928	MS4A14	unresponsive
ENSG00000071203	MS4A12	unresponsive
ENSG00000255959	AP000777.2	unresponsive
ENSG00000256813	AP000777.3	unresponsive
ENSG00000110104	CCDC86	unresponsive
ENSG00000183134	PTGDR2	unresponsive
ENSG00000110107	PRPF19	unresponsive
ENSG00000257052	AP003721.4	unresponsive
ENSG00000256944	AP003721.3	unresponsive
ENSG00000110108	TMEM109	unresponsive
ENSG00000256196	AP003721.1	unresponsive
ENSG00000006118	TMEM132A	unresponsive
ENSG00000110446	SLC15A3	unresponsive
ENSG00000013725	CD6	unresponsive
ENSG00000167987	VPS37C	unresponsive
ENSG00000279549	AP000437.1	unresponsive
ENSG00000167992	VWCE	unresponsive
ENSG00000167986	DDB1	unresponsive
ENSG00000149476	TKFC	unresponsive
ENSG00000162144	CYB561A3	unresponsive
ENSG00000279246	AP003108.3	unresponsive
ENSG00000149483	TMEM138	unresponsive
ENSG00000187049	TMEM216	unresponsive
ENSG00000149532	CPSF7	unresponsive
ENSG00000279632	AP003108.4	unresponsive
ENSG00000256591	AP003108.2	unresponsive
ENSG00000167985	SDHAF2	unresponsive
ENSG00000162148	PPP1R32	unresponsive
ENSG00000011347	SYT7	unresponsive
ENSG00000256443	AP003559.1	unresponsive
ENSG00000243742	RPLP0P2	unresponsive
ENSG00000134780	DAGLA	unresponsive
ENSG00000124915	DKFZP434K028	unresponsive
ENSG00000124920	MYRF	unresponsive
ENSG00000134825	TMEM258	unresponsive
ENSG00000168496	FEN1	unresponsive
ENSG00000134824	FADS2	unresponsive
ENSG00000149485	FADS1	unresponsive
ENSG00000221968	FADS3	unresponsive
ENSG00000277892	MIR6746	unresponsive
ENSG00000167994	RAB3IL1	unresponsive
ENSG00000167995	BEST1	unresponsive
ENSG00000167996	FTH1	unresponsive
ENSG00000279491	AP003733.4	upregulated
ENSG00000244176	AP003733.1	unresponsive
ENSG00000149503	INCENP	unresponsive
ENSG00000168515	SCGB1D1	unresponsive
ENSG00000255118	AP003306.2	unresponsive
ENSG00000162174	ASRGL1	unresponsive
ENSG00000254454	RCC2P6	unresponsive
ENSG00000255126	AP003064.1	unresponsive
ENSG00000255446	AP003064.2	unresponsive
ENSG00000124942	AHNAK	unresponsive
ENSG00000250659	AP001363.1	unresponsive
ENSG00000257058	AP001363.2	unresponsive
ENSG00000255508	AP002990.1	unresponsive
ENSG00000149016	TUT1	unresponsive
ENSG00000149480	MTA2	unresponsive
ENSG00000149499	EML3	unresponsive
ENSG00000254964	AP001458.1	unresponsive
ENSG00000149489	ROM1	unresponsive
ENSG00000149541	B3GAT3	unresponsive
ENSG00000089597	GANAB	unresponsive
ENSG00000185085	INTS5	unresponsive
ENSG00000278615	C11orf98	unresponsive
ENSG00000162194	LBHD1	unresponsive
ENSG00000214756	CSKMT	unresponsive
ENSG00000204922	UQCC3	unresponsive
ENSG00000162191	UBXN1	unresponsive
ENSG00000177363	LRRN4CL	unresponsive
ENSG00000168000	BSCL2	unresponsive
ENSG00000234857	HNRNPUL2-BSCL2	unresponsive
ENSG00000162188	GNG3	unresponsive
ENSG00000214753	HNRNPUL2	unresponsive
ENSG00000162222	TTC9C	unresponsive
ENSG00000185670	ZBTB3	downregulated
ENSG00000168002	POLR2G	unresponsive
ENSG00000267811	AP001160.2	unresponsive
ENSG00000162227	TAF6L	unresponsive
ENSG00000168569	TMEM223	unresponsive
ENSG00000269176	AP001160.3	unresponsive
ENSG00000185475	TMEM179B	unresponsive
ENSG00000162231	NXF1	upregulated
ENSG00000274066	MIR6514	unresponsive
ENSG00000162236	STX5	unresponsive
ENSG00000252361	RNU6-118P	unresponsive
ENSG00000256690	AP001160.1	unresponsive
ENSG00000133316	WDR74	unresponsive
ENSG00000255717	SNHG1	unresponsive
ENSG00000168003	SLC3A2	unresponsive
ENSG00000168539	CHRM1	upregulated
ENSG00000257002	AP000438.1	upregulated
ENSG00000133321	RARRES3	unresponsive
ENSG00000133328	HRASLS2	unresponsive
ENSG00000176485	PLA2G16	unresponsive
ENSG00000184743	ATL3	unresponsive
ENSG00000256789	AP000753.2	unresponsive
ENSG00000133318	RTN3	unresponsive
ENSG00000188070	C11orf95	unresponsive
ENSG00000168005	SPINDOC	unresponsive
ENSG00000072518	MARK2	unresponsive
ENSG00000167771	RCOR2	upregulated
ENSG00000110583	NAA40	unresponsive
ENSG00000176340	COX8A	unresponsive
ENSG00000167770	OTUB1	unresponsive
ENSG00000133315	MACROD1	unresponsive
ENSG00000126500	FLRT1	unresponsive
ENSG00000256341	AP006333.1	unresponsive
ENSG00000168439	STIP1	unresponsive
ENSG00000149781	FERMT3	upregulated
ENSG00000149743	TRPT1	unresponsive
ENSG00000149761	NUDT22	unresponsive
ENSG00000256116	AP001453.1	unresponsive
ENSG00000110011	DNAJC4	unresponsive
ENSG00000173511	VEGFB	unresponsive
ENSG00000173486	FKBP2	unresponsive
ENSG00000173457	PPP1R14B	unresponsive
ENSG00000256940	AP001453.2	unresponsive
ENSG00000257086	AP001453.3	unresponsive
ENSG00000149782	PLCB3	unresponsive
ENSG00000002330	BAD	unresponsive
ENSG00000173264	GPR137	unresponsive
ENSG00000173153	ESRRA	unresponsive
ENSG00000173113	TRMT112	unresponsive
ENSG00000126432	PRDX5	unresponsive
ENSG00000168071	CCDC88B	upregulated
ENSG00000162302	RPS6KA4	unresponsive
ENSG00000181908	AP003774.1	unresponsive
ENSG00000110076	NRXN2	upregulated
ENSG00000068831	RASGRP2	unresponsive
ENSG00000068976	PYGM	upregulated
ENSG00000168066	SF1	unresponsive
ENSG00000269038	AP001462.1	unresponsive
ENSG00000168067	MAP4K2	unresponsive
ENSG00000133895	MEN1	unresponsive
ENSG00000171219	CDC42BPG	unresponsive
ENSG00000110047	EHD1	unresponsive
ENSG00000110046	ATG2A	unresponsive
ENSG00000068971	PPP2R5B	unresponsive
ENSG00000168062	BATF2	unresponsive
ENSG00000213465	ARL2	unresponsive
ENSG00000110025	SNX15	unresponsive
ENSG00000168061	SAC3D1	unresponsive
ENSG00000168060	NAALADL1	unresponsive
ENSG00000146670	CDCA5	unresponsive
ENSG00000162300	ZFPL1	unresponsive
ENSG00000187066	TMEM262	unresponsive
ENSG00000149823	VPS51	unresponsive
ENSG00000254501	AP003068.1	unresponsive
ENSG00000149809	TM7SF2	unresponsive
ENSG00000174276	ZNHIT2	unresponsive
ENSG00000255173	AP003068.3	unresponsive
ENSG00000278952	AP003068.4	unresponsive
ENSG00000149806	FAU	unresponsive
ENSG00000162298	SYVN1	unresponsive
ENSG00000149792	MRPL49	unresponsive
ENSG00000255200	PGAM1P8	unresponsive
ENSG00000254614	AP003068.2	unresponsive
ENSG00000014216	CAPN1	unresponsive
ENSG00000197847	SLC22A20P	unresponsive
ENSG00000014138	POLA2	unresponsive
ENSG00000149798	CDC42EP2	downregulated
ENSG00000133884	DPF2	unresponsive
ENSG00000173825	TIGD3	upregulated
ENSG00000255478	AP000944.1	unresponsive
ENSG00000162241	SLC25A45	unresponsive
ENSG00000126391	FRMD8	unresponsive
ENSG00000245532	NEAT1	downregulated
ENSG00000173727	AP000769.1	unresponsive
ENSG00000279243	AP000769.3	unresponsive
ENSG00000251562	MALAT1	unresponsive
ENSG00000270117	AP000769.2	unresponsive
ENSG00000279576	NA	unresponsive
ENSG00000142186	SCYL1	unresponsive
ENSG00000168056	LTBP3	unresponsive
ENSG00000260233	SSSCA1-AS1	unresponsive
ENSG00000173465	SSSCA1	unresponsive
ENSG00000176973	FAM89B	unresponsive
ENSG00000173442	EHBP1L1	unresponsive
ENSG00000213445	SIPA1	unresponsive
ENSG00000173338	KCNK7	unresponsive
ENSG00000173327	MAP3K11	unresponsive
ENSG00000197136	PCNX3	unresponsive
ENSG00000173039	RELA	unresponsive
ENSG00000172977	KAT5	unresponsive
ENSG00000172922	RNASEH2C	unresponsive
ENSG00000254470	AP5B1	unresponsive
ENSG00000172818	OVOL1	upregulated
ENSG00000255404	AP001266.1	upregulated
ENSG00000172757	CFL1	unresponsive
ENSG00000172803	SNX32	unresponsive
ENSG00000172732	MUS81	unresponsive
ENSG00000172638	EFEMP2	unresponsive
ENSG00000172543	CTSW	unresponsive
ENSG00000172500	FIBP	unresponsive
ENSG00000175602	CCDC85B	upregulated
ENSG00000175592	FOSL1	unresponsive
ENSG00000175573	C11orf68	unresponsive
ENSG00000175550	DRAP1	unresponsive
ENSG00000175467	SART1	unresponsive
ENSG00000254867	AP006287.1	upregulated
ENSG00000175376	EIF1AD	unresponsive
ENSG00000175334	BANF1	unresponsive
ENSG00000175315	CST6	unresponsive
ENSG00000175294	CATSPER1	unresponsive
ENSG00000087365	SF3B2	unresponsive
ENSG00000255038	AP006287.2	unresponsive
ENSG00000175115	PACS1	unresponsive
ENSG00000255320	AP000759.1	unresponsive
ENSG00000174996	KLC2	unresponsive
ENSG00000254461	AP001107.4	unresponsive
ENSG00000280605	NA	unresponsive
ENSG00000254855	AP001107.8	unresponsive
ENSG00000254762	AP001107.7	unresponsive
ENSG00000174903	RAB1B	unresponsive
ENSG00000245156	AP001107.1	unresponsive
ENSG00000254452	AP001107.2	unresponsive
ENSG00000174871	CNIH2	unresponsive
ENSG00000174851	YIF1A	unresponsive
ENSG00000179292	TMEM151A	unresponsive
ENSG00000174807	CD248	unresponsive
ENSG00000174791	RIN1	unresponsive
ENSG00000254756	AP001107.6	unresponsive
ENSG00000174744	BRMS1	unresponsive
ENSG00000174684	B4GAT1	unresponsive
ENSG00000255468	AP001107.9	unresponsive
ENSG00000174669	SLC29A2	unresponsive
ENSG00000254510	AP001107.5	unresponsive
ENSG00000174576	NPAS4	upregulated
ENSG00000174547	MRPL11	unresponsive
ENSG00000174516	PELI3	unresponsive
ENSG00000255517	AP002748.3	unresponsive
ENSG00000254986	DPP3	unresponsive
ENSG00000174483	BBS1	unresponsive
ENSG00000174165	ZDHHC24	unresponsive
ENSG00000248746	ACTN3	unresponsive
ENSG00000250105	AP002748.1	unresponsive
ENSG00000174080	CTSF	unresponsive
ENSG00000182791	CCDC87	unresponsive
ENSG00000173992	CCS	unresponsive
ENSG00000239306	RBM14	unresponsive
ENSG00000248643	RBM14-RBM4	unresponsive
ENSG00000173933	RBM4	unresponsive
ENSG00000173914	RBM4B	unresponsive
ENSG00000258297	NA	unresponsive
ENSG00000173898	SPTBN2	unresponsive
ENSG00000173715	C11orf80	unresponsive
ENSG00000213409	C1QBPP2	unresponsive
ENSG00000173653	RCE1	unresponsive
ENSG00000173599	PC	unresponsive
ENSG00000173621	LRFN4	unresponsive
ENSG00000173237	C11orf86	unresponsive
ENSG00000173227	SYT12	unresponsive
ENSG00000173156	RHOD	unresponsive
ENSG00000173120	KDM2A	unresponsive
ENSG00000179038	AP001885.1	unresponsive
ENSG00000173020	GRK2	unresponsive
ENSG00000172932	ANKRD13D	upregulated
ENSG00000172830	SSH3	unresponsive
ENSG00000172613	RAD9A	unresponsive
ENSG00000175482	POLD4	unresponsive
ENSG00000274251	AP003419.2	unresponsive
ENSG00000201684	RN7SKP239	unresponsive
ENSG00000175505	CLCF1	downregulated
ENSG00000275484	AP003419.3	unresponsive
ENSG00000253024	RNU6-1238P	unresponsive
ENSG00000172531	PPP1CA	unresponsive
ENSG00000175463	TBC1D10C	unresponsive
ENSG00000172508	CARNS1	unresponsive
